,EDC3_gas_a (yr),CO2 (ppmv),Bag,ztop,Age,Deuterium,Temperature,Depth,CH4_mean,1s,Lab.,Year,Month,Median montly series,0,year,Annual
5745,,,4601.0,2530.0,321938.93,-410.3,-2.24,,,,,,,,,,
5746,,,4602.0,2530.55,322114.94,-408.5,-1.93,,,,,,,,,,
5747,,,4603.0,2531.1,322286.78,-408.5,-1.92,,,,,,,,,,
5748,,,4604.0,2531.65,322457.73,-405.1,-1.35,,,,,,,,,,
5749,,,4605.0,2532.2,322621.25,-406.2,-1.52,,,,,,,,,,
5750,,,4606.0,2532.75,322786.75,-408.4,-1.88,,,,,,,,,,
5751,,,4607.0,2533.3,322957.5,-404.4,-1.21,,,,,,,,,,
5752,,,4608.0,2533.85,323119.3,-404.0,-1.13,,,,,,,,,,
5753,,,4609.0,2534.4,323279.45,-402.8,-0.93,,,,,,,,,,
5754,,,4610.0,2534.95,323436.81,-401.8,-0.76,,,,,,,,,,
5755,,,4611.0,2535.5,323591.92,-405.7,-1.4,,,,,,,,,,
5756,,,4612.0,2536.05,323755.46,-399.9,-0.43,,,,,,,,,,
5757,,,4613.0,2536.6,323907.35,-402.4,-0.84,,,,,,,,,,
5758,,,4614.0,2537.15,324062.84,-399.4,-0.34,,,,,,,,,,
5759,,,4615.0,2537.7,324212.22,-396.6,0.13,,,,,,,,,,
5760,,,4616.0,2538.25,324355.82,-396.9,0.08,,,,,,,,,,
5761,,,4617.0,2538.8,324499.71,-398.8,-0.23,,,,,,,,,,
5762,,,4618.0,2539.35,324647.82,-400.8,-0.56,,,,,,,,,,
5763,,,4619.0,2539.9,324800.14,-398.4,-0.16,,,,,,,,,,
5764,,,4620.0,2540.45,324947.8,-398.9,-0.24,,,,,,,,,,
5765,,,4621.0,2541.0,325096.07,-397.9,-0.08,,,,,,,,,,
5766,,,4622.0,2541.55,325242.26,-396.3,0.19,,,,,,,,,,
5767,,,4623.0,2542.1,325384.96,-400.8,-0.55,,,,,,,,,,
5768,,,4624.0,2542.65,325528.53,-394.8,0.44,,,,,,,,,,
5769,,,4625.0,2543.2,325667.58,-392.3,0.85,,,,,,,,,,
5770,,,4626.0,2543.75,325802.11,-393.1,0.72,,,,,,,,,,
5771,,,4627.0,2544.3,325937.51,-389.5,1.31,,,,,,,,,,
5772,,,4628.0,2544.85,326066.71,-394.0,0.56,,,,,,,,,,
5773,,,4629.0,2545.4,326203.29,-393.9,0.57,,,,,,,,,,
5774,,,4630.0,2545.95,326340.6,-395.5,0.31,,,,,,,,,,
5775,,,4631.0,2546.5,326479.92,-393.9,0.57,,,,,,,,,,
5776,,,4632.0,2547.05,326616.86,-393.6,0.61,,,,,,,,,,
5777,,,4633.0,2547.6,326749.74,-394.7,0.43,,,,,,,,,,
5778,,,4634.0,2548.15,326887.34,-396.3,0.16,,,,,,,,,,
5779,,,4635.0,2548.7,327025.29,-393.0,0.7,,,,,,,,,,
5780,,,4636.0,2549.25,327160.59,-394.8,0.39,,,,,,,,,,
5781,,,4637.0,2549.8,327297.94,-394.4,0.46,,,,,,,,,,
5782,,,4638.0,2550.35,327432.23,-394.6,0.41,,,,,,,,,,
5783,,,4639.0,2550.9,327560.26,-390.8,1.04,,,,,,,,,,
5784,,,4640.0,2551.45,327685.37,-389.8,1.19,,,,,,,,,,
5785,,,4641.0,2552.0,327818.33,-393.5,0.57,,,,,,,,,,
5786,,,4642.0,2552.55,327948.76,-392.1,0.79,,,,,,,,,,
5787,,,4643.0,2553.1,328083.02,-392.6,0.7,,,,,,,,,,
5788,,,4644.0,2553.65,328216.6,-392.0,0.8,,,,,,,,,,
5789,,,4645.0,2554.2,328350.88,-392.8,0.66,,,,,,,,,,
5790,,,4646.0,2554.75,328477.41,-388.5,1.36,,,,,,,,,,
5791,,,4647.0,2555.3,328603.75,-388.4,1.36,,,,,,,,,,
5792,,,4648.0,2555.85,328732.71,-389.9,1.11,,,,,,,,,,
5793,,,4649.0,2556.4,328863.77,-390.5,1.0,,,,,,,,,,
5794,,,4650.0,2556.95,329000.97,-394.0,0.41,,,,,,,,,,
5795,,,4651.0,2557.5,329141.1,-395.2,0.2,,,,,,,,,,
5796,,,4652.0,2558.05,329274.58,-391.6,0.79,,,,,,,,,,
5797,,,4653.0,2558.6,329415.04,-395.7,0.1,,,,,,,,,,
5798,,,4654.0,2559.15,329551.45,-391.5,0.78,,,,,,,,,,
5799,,,4655.0,2559.7,329684.47,-393.2,0.49,,,,,,,,,,
5800,,,4656.0,2560.25,329820.2,-393.2,0.47,,,,,,,,,,
5801,,,4657.0,2560.8,329951.98,-391.3,0.77,,,,,,,,,,
5802,,,4658.0,2561.35,330083.12,-390.3,0.92,,,,,,,,,,
5803,,,4659.0,2561.9,330213.04,-390.0,0.96,,,,,,,,,,
5804,,,4660.0,2562.45,330342.96,-389.8,0.97,,,,,,,,,,
5805,,,4661.0,2563.0,330482.33,-394.7,0.15,,,,,,,,,,
5806,,,4662.0,2563.55,330615.82,-391.2,0.71,,,,,,,,,,
5807,,,4663.0,2564.1,330752.86,-393.4,0.32,,,,,,,,,,
5808,,,4664.0,2564.65,330890.02,-393.1,0.35,,,,,,,,,,
5809,,,4665.0,2565.2,331036.13,-397.2,-0.34,,,,,,,,,,
5810,,,4666.0,2565.75,331179.11,-395.6,-0.1,,,,,,,,,,
5811,,,4667.0,2566.3,331321.8,-395.6,-0.12,,,,,,,,,,
5812,,,4668.0,2566.85,331460.64,-394.4,0.05,,,,,,,,,,
5813,,,4669.0,2567.4,331598.67,-393.0,0.26,,,,,,,,,,
5814,,,4670.0,2567.95,331724.53,-388.2,1.03,,,,,,,,,,
5815,,,4671.0,2568.5,331849.11,-388.1,1.02,,,,,,,,,,
5816,,,4672.0,2569.05,331979.26,-388.8,0.88,,,,,,,,,,
5817,,,4673.0,2569.6,332096.85,-383.1,1.79,,,,,,,,,,
5818,,,4674.0,2570.15,332216.73,-382.7,1.83,,,,,,,,,,
5819,,,4675.0,2570.7,332330.18,-381.4,2.01,,,,,,,,,,
5820,,,4676.0,2571.25,332441.8,-379.4,2.32,,,,,,,,,,
5821,,,4677.0,2571.8,332549.19,-376.5,2.77,,,,,,,,,,
5822,,,4678.0,2572.35,332653.12,-373.3,3.27,,,,,,,,,,
5823,,,4679.0,2572.9,332762.49,-377.6,2.53,,,,,,,,,,
5824,,,4680.0,2573.45,332871.72,-377.4,2.54,,,,,,,,,,
5825,,,4681.0,2574.0,332975.68,-373.3,3.19,,,,,,,,,,
5826,,,4682.0,2574.55,333078.6,-373.1,3.19,,,,,,,,,,
5827,,,4683.0,2575.1,333178.92,-371.2,3.48,,,,,,,,,,
5828,,,4684.0,2575.65,333277.18,-369.4,3.75,,,,,,,,,,
5829,,,4685.0,2576.2,333378.7,-371.7,3.34,,,,,,,,,,
5830,,,4686.0,2576.75,333484.65,-372.2,3.23,,,,,,,,,,
5831,,,4687.0,2577.3,333589.97,-371.28,3.35,,,,,,,,,,
5832,,,4688.0,2577.85,333696.91,-373.82,2.9,,,,,,,,,,
5833,,,4689.0,2578.4,333803.22,-372.99,3.01,,,,,,,,,,
5834,,,4690.0,2578.95,333901.72,-368.6,3.7,,,,,,,,,,
5835,,,4691.0,2579.5,333999.57,-368.9,3.62,,,,,,,,,,
5836,,,4692.0,2580.05,334102.78,-373.1,2.9,,,,,,,,,,
5837,,,4693.0,2580.6,334207.22,-371.77,3.09,,,,,,,,,,
5838,,,4694.0,2581.15,334316.18,-374.0,2.69,,,,,,,,,,
5839,,,4695.0,2581.7,334422.39,-372.77,2.87,,,,,,,,,,
5840,,,4696.0,2582.25,334528.27,-372.97,2.81,,,,,,,,,,
5841,,,4697.0,2582.8,334641.67,-377.43,2.04,,,,,,,,,,
5842,,,4698.0,2583.35,334762.66,-379.94,1.6,,,,,,,,,,
5843,,,4699.0,2583.9,334879.77,-379.71,1.61,,,,,,,,,,
5844,,,4700.0,2584.45,335000.18,-381.1,1.36,,,,,,,,,,
5845,,,4701.0,2585.0,335120.26,-382.2,1.15,,,,,,,,,,
5846,,,4702.0,2585.55,335249.6,-385.8,0.53,,,,,,,,,,
5847,,,4703.0,2586.1,335376.02,-384.0,0.8,,,,,,,,,,
5848,,,4704.0,2586.65,335513.73,-389.1,-0.07,,,,,,,,,,
5849,,,4705.0,2587.2,335654.89,-392.3,-0.62,,,,,,,,,,
5850,,,4706.0,2587.75,335798.11,-392.4,-0.66,,,,,,,,,,
5851,,,4707.0,2588.3,335947.26,-394.0,-0.95,,,,,,,,,,
5852,,,4708.0,2588.85,336098.32,-397.1,-1.48,,,,,,,,,,
5853,,,4709.0,2589.4,336259.87,-399.6,-1.92,,,,,,,,,,
5854,,,4710.0,2589.95,336425.63,-400.8,-2.14,,,,,,,,,,
5855,,,4711.0,2590.5,336591.34,-400.8,-2.17,,,,,,,,,,
5856,,,4712.0,2591.05,336761.76,-403.6,-2.65,,,,,,,,,,
5857,,,4713.0,2591.6,336937.19,-405.2,-2.94,,,,,,,,,,
5858,,,4714.0,2592.15,337116.57,-404.1,-2.78,,,,,,,,,,
5859,,,4715.0,2592.7,337295.88,-406.3,-3.17,,,,,,,,,,
5860,,,4716.0,2593.25,337477.64,-406.1,-3.16,,,,,,,,,,
5861,,,4717.0,2593.8,337666.61,-408.0,-3.5,,,,,,,,,,
5862,,,4718.0,2594.35,337863.76,-410.8,-3.98,,,,,,,,,,
5863,,,4719.0,2594.9,338064.26,-411.5,-4.12,,,,,,,,,,
5864,,,4720.0,2595.45,338273.61,-414.3,-4.6,,,,,,,,,,
5865,,,4721.0,2596.0,338492.23,-417.0,-5.07,,,,,,,,,,
5866,,,4722.0,2596.55,338723.85,-420.6,-5.68,,,,,,,,,,
5867,,,4723.0,2597.1,338952.57,-419.4,-5.5,,,,,,,,,,
5868,,,4724.0,2597.65,339190.23,-422.0,-5.95,,,,,,,,,,
5869,,,4725.0,2598.2,339434.53,-423.5,-6.21,,,,,,,,,,
5870,,,4726.0,2598.75,339690.3,-425.5,-6.55,,,,,,,,,,
5871,,,4727.0,2599.3,339949.48,-427.9,-6.96,,,,,,,,,,
5872,,,4728.0,2599.85,340219.61,-428.7,-7.1,,,,,,,,,,
5873,,,4729.0,2600.4,340500.07,-432.4,-7.71,,,,,,,,,,
5874,,,4730.0,2600.95,340798.08,-436.5,-8.39,,,,,,,,,,
5875,,,4731.0,2601.5,341120.9,-441.3,-9.18,,,,,,,,,,
5876,,,4732.0,2602.05,341454.3,-443.6,-9.56,,,,,,,,,,
5877,,,4733.0,2602.6,341774.05,-440.2,-8.99,,,,,,,,,,
5878,,,4734.0,2603.15,342102.7,-441.6,-9.22,,,,,,,,,,
5879,,,4735.0,2603.7,342448.12,-444.3,-9.66,,,,,,,,,,
5880,,,4736.0,2604.25,342760.71,-440.2,-8.98,,,,,,,,,,
5881,,,4737.0,2604.8,343098.3,-441.2,-9.14,,,,,,,,,,
5882,,,4738.0,2605.35,343403.5,-436.3,-8.33,,,,,,,,,,
5883,,,4739.0,2605.9,343727.54,-440.6,-9.03,,,,,,,,,,
5884,,,4740.0,2606.45,344041.3,-438.2,-8.62,,,,,,,,,,
5885,,,4741.0,2607.0,344367.5,-439.62,-8.85,,,,,,,,,,
5886,,,4742.0,2607.55,344688.4,-439.6,-8.84,,,,,,,,,,
5887,,,4743.0,2608.1,345000.57,-437.8,-8.53,,,,,,,,,,
5888,,,4744.0,2608.65,345317.06,-438.8,-8.69,,,,,,,,,,
5889,,,4745.0,2609.2,345623.31,-436.4,-8.29,,,,,,,,,,
5890,,,4746.0,2609.75,345933.51,-437.3,-8.43,,,,,,,,,,
5891,,,4747.0,2610.3,346256.51,-440.1,-8.88,,,,,,,,,,
5892,,,4748.0,2610.85,346556.55,-434.8,-8.01,,,,,,,,,,
5893,,,4749.0,2611.4,346868.22,-437.6,-8.46,,,,,,,,,,
5894,,,4750.0,2611.95,347180.75,-437.8,-8.49,,,,,,,,,,
5895,,,4751.0,2612.5,347465.98,-431.4,-7.44,,,,,,,,,,
5896,,,4752.0,2613.05,347768.99,-435.7,-8.14,,,,,,,,,,
5897,,,4753.0,2613.6,348090.14,-439.4,-8.74,,,,,,,,,,
5898,,,4754.0,2614.15,348407.58,-438.6,-8.61,,,,,,,,,,
5899,,,4755.0,2614.7,348707.01,-434.9,-8.0,,,,,,,,,,
5900,,,4756.0,2615.25,348968.59,-425.9,-6.52,,,,,,,,,,
5901,,,4757.0,2615.8,349259.75,-433.2,-7.73,,,,,,,,,,
5902,,,4758.0,2616.35,349539.65,-430.0,-7.2,,,,,,,,,,
5903,,,4759.0,2616.9,349821.44,-430.5,-7.28,,,,,,,,,,
5904,,,4760.0,2617.45,350106.28,-431.0,-7.36,,,,,,,,,,
5905,,,4761.0,2618.0,350409.96,-435.5,-8.1,,,,,,,,,,
5906,,,4762.0,2618.55,350702.06,-432.5,-7.61,,,,,,,,,,
5907,,,4763.0,2619.1,350999.87,-433.9,-7.83,,,,,,,,,,
5908,,,4764.0,2619.65,351299.86,-434.3,-7.89,,,,,,,,,,
5909,,,4765.0,2620.2,351599.52,-434.2,-7.87,,,,,,,,,,
5910,,,4766.0,2620.75,351895.45,-433.3,-7.72,,,,,,,,,,
5911,,,4767.0,2621.3,352195.39,-434.2,-7.86,,,,,,,,,,
5912,,,4768.0,2621.85,352493.81,-434.9,-7.97,,,,,,,,,,
5913,,,4769.0,2622.4,352794.19,-432.8,-7.63,,,,,,,,,,
5914,,,4770.0,2622.95,353090.35,-432.6,-7.59,,,,,,,,,,
5915,,,4771.0,2623.5,353378.64,-431.4,-7.4,,,,,,,,,,
5916,,,4772.0,2624.05,353669.96,-434.7,-7.94,,,,,,,,,,
5917,,,4773.0,2624.6,353957.73,-432.3,-7.55,,,,,,,,,,
5918,,,4774.0,2625.15,354271.59,-436.0,-8.15,,,,,,,,,,
5919,,,4775.0,2625.7,354600.07,-438.6,-8.58,,,,,,,,,,
5920,,,4776.0,2626.25,354934.84,-439.9,-8.79,,,,,,,,,,
5921,,,4777.0,2626.8,355274.13,-441.2,-9.0,,,,,,,,,,
5922,,,4778.0,2627.35,355609.39,-440.4,-8.87,,,,,,,,,,
5923,,,4779.0,2627.9,355943.8,-440.4,-8.87,,,,,,,,,,
5924,,,4780.0,2628.45,356268.1,-438.3,-8.52,,,,,,,,,,
5925,,,4781.0,2629.0,356594.15,-438.6,-8.57,,,,,,,,,,
5926,,,4782.0,2629.55,356927.03,-439.9,-8.78,,,,,,,,,,
5927,,,4783.0,2630.1,357258.57,-439.5,-8.7,,,,,,,,,,
5928,,,4784.0,2630.65,357597.56,-441.0,-8.94,,,,,,,,,,
5929,,,4785.0,2631.2,357935.16,-441.3,-8.99,,,,,,,,,,
5930,,,4786.0,2631.75,358282.19,-440.2,-8.8,,,,,,,,,,
5931,,,4787.0,2632.3,358613.93,-437.9,-8.41,,,,,,,,,,
5932,,,4788.0,2632.85,358947.26,-438.6,-8.52,,,,,,,,,,
5933,,,4789.0,2633.4,359281.23,-439.7,-8.7,,,,,,,,,,
5934,,,4790.0,2633.95,359598.98,-434.5,-7.84,,,,,,,,,,
5935,,,4791.0,2634.5,359930.86,-439.2,-8.6,,,,,,,,,,
5936,,,4792.0,2635.05,360248.46,-434.6,-7.84,,,,,,,,,,
5937,,,4793.0,2635.6,360584.62,-440.1,-8.74,,,,,,,,,,
5938,,,4794.0,2636.15,360892.09,-433.8,-7.69,,,,,,,,,,
5939,,,4795.0,2636.7,361222.68,-438.1,-8.39,,,,,,,,,,
5940,,,4796.0,2637.25,361534.05,-435.1,-7.89,,,,,,,,,,
5941,,,4797.0,2637.8,361835.01,-432.1,-7.4,,,,,,,,,,
5942,,,4798.0,2638.35,362150.0,-433.4,-7.61,,,,,,,,,,
5943,,,4799.0,2638.9,362473.32,-437.4,-8.26,,,,,,,,,,
5944,,,4800.0,2639.45,362765.55,-430.2,-7.07,,,,,,,,,,
5945,,,4801.0,2640.0,363060.18,-424.2,-6.07,,,,,,,,,,
5946,,,4802.0,2640.55,363354.43,-430.5,-7.11,,,,,,,,,,
5947,,,4803.0,2641.1,363660.28,-433.2,-7.55,,,,,,,,,,
5948,,,4804.0,2641.65,363958.06,-431.1,-7.2,,,,,,,,,,
5949,,,4805.0,2642.2,364263.63,-432.7,-7.46,,,,,,,,,,
5950,,,4806.0,2642.75,364592.14,-436.94,-8.14,,,,,,,,,,
5951,,,4807.0,2643.3,364919.42,-437.3,-8.19,,,,,,,,,,
5952,,,4808.0,2643.85,365223.98,-432.3,-7.36,,,,,,,,,,
5953,,,4809.0,2644.4,365525.91,-431.55,-7.23,,,,,,,,,,
5954,,,4810.0,2644.95,365836.43,-433.7,-7.58,,,,,,,,,,
5955,,,4811.0,2645.5,366146.95,-433.6,-7.55,,,,,,,,,,
5956,,,4812.0,2646.05,366455.74,-433.1,-7.46,,,,,,,,,,
5957,,,4813.0,2646.6,366773.98,-435.2,-7.8,,,,,,,,,,
5958,,,4814.0,2647.15,367084.5,-433.4,-7.5,,,,,,,,,,
5959,,,4815.0,2647.7,367388.0,-431.5,-7.18,,,,,,,,,,
5960,,,4816.0,2648.25,367688.02,-428.8,-6.73,,,,,,,,,,
5961,,,4817.0,2648.8,367992.7,-432.8,-7.38,,,,,,,,,,
5962,,,4818.0,2649.35,368303.32,-434.4,-7.64,,,,,,,,,,
5963,,,4819.0,2649.9,368640.0,-438.4,-8.29,,,,,,,,,,
5964,,,4820.0,2650.45,368963.11,-435.6,-7.82,,,,,,,,,,
5965,,,4821.0,2651.0,369275.19,-433.1,-7.4,,,,,,,,,,
5966,,,4822.0,2651.55,369586.19,-432.9,-7.36,,,,,,,,,,
5967,,,4823.0,2652.1,369881.12,-429.3,-6.77,,,,,,,,,,
5968,,,4824.0,2652.65,370183.96,-431.0,-7.04,,,,,,,,,,
5969,,,4825.0,2653.2,370487.77,-431.1,-7.06,,,,,,,,,,
5970,,,4826.0,2653.75,370768.08,-425.7,-6.17,,,,,,,,,,
5971,,,4827.0,2654.3,371056.77,-427.7,-6.49,,,,,,,,,,
5972,,,4828.0,2654.85,371345.46,-427.5,-6.46,,,,,,,,,,
5973,,,4829.0,2655.4,371632.77,-427.1,-6.39,,,,,,,,,,
5974,,,4830.0,2655.95,371921.47,-427.4,-6.44,,,,,,,,,,
5975,,,4831.0,2656.5,372202.03,-425.4,-6.11,,,,,,,,,,
5976,,,4832.0,2657.05,372471.9,-422.9,-5.7,,,,,,,,,,
5977,,,4833.0,2657.6,372725.41,-418.4,-4.96,,,,,,,,,,
5978,,,4834.0,2658.15,372989.06,-421.2,-5.42,,,,,,,,,,
5979,,,4835.0,2658.7,373266.23,-424.1,-5.9,,,,,,,,,,
5980,,,4836.0,2659.25,373550.58,-425.7,-6.16,,,,,,,,,,
5981,,,4837.0,2659.8,373844.53,-427.7,-6.49,,,,,,,,,,
5982,,,4838.0,2660.35,374150.81,-430.0,-6.86,,,,,,,,,,
5983,,,4839.0,2660.9,374489.43,-436.6,-7.94,,,,,,,,,,
5984,,,4840.0,2661.45,374825.21,-435.7,-7.78,,,,,,,,,,
5985,,,4841.0,2662.0,375158.25,-435.0,-7.66,,,,,,,,,,
5986,,,4842.0,2662.55,375486.26,-433.8,-7.45,,,,,,,,,,
5987,,,4843.0,2663.1,375809.38,-432.7,-7.26,,,,,,,,,,
5988,,,4844.0,2663.65,376132.46,-432.5,-7.22,,,,,,,,,,
5989,,,4845.0,2664.2,376450.09,-431.3,-7.01,,,,,,,,,,
5990,,,4846.0,2664.75,376753.48,-428.0,-6.46,,,,,,,,,,
5991,,,4847.0,2665.3,377062.47,-429.3,-6.67,,,,,,,,,,
5992,,,4848.0,2665.85,377364.32,-428.1,-6.46,,,,,,,,,,
5993,,,4849.0,2666.4,377670.36,-428.4,-6.5,,,,,,,,,,
5994,,,4850.0,2666.95,377964.99,-426.6,-6.2,,,,,,,,,,
5995,,,4851.0,2667.5,378282.87,-430.6,-6.85,,,,,,,,,,
5996,,,4852.0,2668.05,378588.42,-427.6,-6.35,,,,,,,,,,
5997,,,4853.0,2668.6,378882.76,-425.1,-5.93,,,,,,,,,,
5998,,,4854.0,2669.15,379174.49,-424.4,-5.81,,,,,,,,,,
5999,,,4855.0,2669.7,379465.23,-424.1,-5.76,,,,,,,,,,
6000,,,4856.0,2670.25,379748.3,-422.2,-5.44,,,,,,,,,,
6001,,,4857.0,2670.8,380018.62,-419.0,-4.91,,,,,,,,,,
6002,,,4858.0,2671.35,380290.68,-419.4,-4.97,,,,,,,,,,
6003,,,4859.0,2671.9,380571.31,-421.3,-5.28,,,,,,,,,,
6004,,,4860.0,2672.45,380846.11,-419.7,-5.02,,,,,,,,,,
6005,,,4861.0,2673.0,381118.27,-419.1,-4.92,,,,,,,,,,
6006,,,4862.0,2673.55,381379.65,-416.1,-4.42,,,,,,,,,,
6007,,,4863.0,2674.1,381644.47,-417.2,-4.6,,,,,,,,,,
6008,,,4864.0,2674.65,381911.84,-412.1,-3.76,,,,,,,,,,
6009,,,4865.0,2675.2,382177.64,-416.7,-4.52,,,,,,,,,,
6010,,,4866.0,2675.75,382468.27,-420.6,-5.15,,,,,,,,,,
6011,,,4867.0,2676.3,382753.56,-421.2,-5.24,,,,,,,,,,
6012,,,4868.0,2676.85,383035.68,-420.3,-5.09,,,,,,,,,,
6013,,,4869.0,2677.4,383341.56,-425.7,-5.97,,,,,,,,,,
6014,,,4870.0,2677.95,383644.56,-425.2,-5.87,,,,,,,,,,
6015,,,4871.0,2678.5,383955.52,-426.4,-6.06,,,,,,,,,,
6016,,,4872.0,2679.05,384255.75,-423.9,-5.63,,,,,,,,,,
6017,,,4873.0,2679.6,384549.45,-422.4,-5.37,,,,,,,,,,
6018,,,4874.0,2680.15,384838.51,-421.3,-5.18,,,,,,,,,,
6019,,,4875.0,2680.7,385107.3,-416.4,-4.36,,,,,,,,,,
6020,,,4876.0,2681.25,385389.15,-419.6,-4.88,,,,,,,,,,
6021,,,4877.0,2681.8,385673.24,-420.0,-4.93,,,,,,,,,,
6022,,,4878.0,2682.35,385942.93,-416.3,-4.31,,,,,,,,,,
6023,,,4879.0,2682.9,386207.03,-416.4,-4.32,,,,,,,,,,
6024,,,4880.0,2683.45,386469.1,-410.2,-3.29,,,,,,,,,,
6025,,,4881.0,2684.0,386716.31,-406.5,-2.67,,,,,,,,,,
6026,,,4882.0,2684.55,386976.83,-413.9,-3.88,,,,,,,,,,
6027,,,4883.0,2685.1,387252.77,-418.09,-4.56,,,,,,,,,,
6028,,,4884.0,2685.65,387537.07,-419.3,-4.74,,,,,,,,,,
6029,,,4885.0,2686.2,387839.31,-423.1,-5.35,,,,,,,,,,
6030,,,4886.0,2686.75,388143.73,-423.4,-5.37,,,,,,,,,,
6031,,,4887.0,2687.3,388467.02,-427.3,-5.99,,,,,,,,,,
6032,,,4888.0,2687.85,388788.17,-426.7,-5.86,,,,,,,,,,
6033,,,4889.0,2688.4,389137.32,-432.0,-6.7,,,,,,,,,,
6034,,,4890.0,2688.95,389480.58,-430.9,-6.48,,,,,,,,,,
6035,,,4891.0,2689.5,389804.9,-427.0,-5.8,,,,,,,,,,
6036,,,4892.0,2690.05,390135.14,-428.3,-5.98,,,,,,,,,,
6037,,,4893.0,2690.6,390447.83,-424.7,-5.35,,,,,,,,,,
6038,,,4894.0,2691.15,390742.96,-420.8,-4.68,,,,,,,,,,
6039,,,4895.0,2691.7,391040.25,-421.3,-4.73,,,,,,,,,,
6040,,,4896.0,2692.25,391345.18,-422.9,-4.96,,,,,,,,,,
6041,,,4897.0,2692.8,391644.0,-421.5,-4.7,,,,,,,,,,
6042,,,4898.0,2693.35,391942.38,-421.4,-4.65,,,,,,,,,,
6043,,,4899.0,2693.9,392231.36,-419.3,-4.26,,,,,,,,,,
6044,,,4900.0,2694.45,392514.85,-418.1,-4.03,,,,,,,,,,
6045,,,4901.0,2695.0,392790.3,-416.1,-3.67,,,,,,,,,,
6046,,,4902.0,2695.55,393057.46,-414.2,-3.33,,,,,,,,,,
6047,,,4903.0,2696.1,393324.65,-414.3,-3.32,,,,,,,,,,
6048,,,4904.0,2696.65,393580.21,-411.2,-2.78,,,,,,,,,,
6049,,,4905.0,2697.2,393831.96,-410.3,-2.61,,,,,,,,,,
6050,,,4906.0,2697.75,394079.04,-409.0,-2.37,,,,,,,,,,
6051,,,4907.0,2698.3,394327.66,-409.5,-2.43,,,,,,,,,,
6052,,,4908.0,2698.85,394568.05,-407.0,-2.0,,,,,,,,,,
6053,,,4909.0,2699.4,394814.91,-409.0,-2.3,,,,,,,,,,
6054,,,4910.0,2699.95,395057.48,-407.9,-2.1,,,,,,,,,,
6055,,,4911.0,2700.5,395280.87,-402.1,-1.12,,,,,,,,,,
6056,,,4912.0,2701.05,395501.45,-401.3,-0.98,,,,,,,,,,
6057,,,4913.0,2701.6,395737.09,-405.9,-1.71,,,,,,,,,,
6058,,,4914.0,2702.15,395965.24,-403.6,-1.31,,,,,,,,,,
6059,,,4915.0,2702.7,396192.07,-403.2,-1.23,,,,,,,,,,
6060,,,4916.0,2703.25,396413.47,-401.6,-0.95,,,,,,,,,,
6061,,,4917.0,2703.8,396634.67,-401.6,-0.93,,,,,,,,,,
6062,,,4918.0,2704.35,396845.89,-398.5,-0.4,,,,,,,,,,
6063,,,4919.0,2704.9,397058.05,-398.9,-0.45,,,,,,,,,,
6064,,,4920.0,2705.45,397267.19,-397.8,-0.25,,,,,,,,,,
6065,,,4921.0,2706.0,397476.55,-398.1,-0.28,,,,,,,,,,
6066,,,4922.0,2706.55,397676.55,-394.7,0.29,,,,,,,,,,
6067,,,4923.0,2707.1,397885.06,-397.8,-0.2,,,,,,,,,,
6068,,,4924.0,2707.65,398095.0,-398.0,-0.22,,,,,,,,,,
6069,,,4925.0,2708.2,398319.0,-402.5,-0.94,,,,,,,,,,
6070,,,4926.0,2708.75,398537.0,-400.4,-0.57,,,,,,,,,,
6071,,,4927.0,2709.3,398735.0,-394.2,0.47,,,,,,,,,,
6072,,,4928.0,2709.85,398935.0,-395.0,0.36,,,,,,,,,,
6073,,,4929.0,2710.4,399131.0,-393.4,0.64,,,,,,,,,,
6074,,,4930.0,2710.95,399340.0,-397.8,-0.07,,,,,,,,,,
6075,,,4931.0,2711.5,399543.0,-395.6,0.31,,,,,,,,,,
6076,,,4932.0,2712.05,399746.0,-395.2,0.39,,,,,,,,,,
6077,,,4933.0,2712.6,399946.0,-394.6,0.51,,,,,,,,,,
6078,,,4934.0,2713.15,400143.0,-393.5,0.7,,,,,,,,,,
6079,,,4935.0,2713.7,400332.0,-390.8,1.16,,,,,,,,,,
6080,,,4936.0,2714.25,400514.0,-388.2,1.6,,,,,,,,,,
6081,,,4937.0,2714.8,400704.0,-391.0,1.15,,,,,,,,,,
6082,,,4938.0,2715.35,400901.0,-393.0,0.83,,,,,,,,,,
6083,,,4939.0,2715.9,401094.0,-392.2,0.98,,,,,,,,,,
6084,,,4940.0,2716.45,401276.0,-387.4,1.78,,,,,,,,,,
6085,,,4941.0,2717.0,401460.0,-388.4,1.62,,,,,,,,,,
6086,,,4942.0,2717.55,401644.0,-388.4,1.63,,,,,,,,,,
6087,,,4943.0,2718.1,401830.0,-388.8,1.57,,,,,,,,,,
6088,,,4944.0,2718.65,402015.0,-388.8,1.58,,,,,,,,,,
6089,,,4945.0,2719.2,402192.0,-385.2,2.18,,,,,,,,,,
6090,,,4946.0,2719.75,402380.0,-389.4,1.49,,,,,,,,,,
6091,,,4947.0,2720.3,402563.0,-387.6,1.79,,,,,,,,,,
6092,,,4948.0,2720.85,402741.0,-385.5,2.14,,,,,,,,,,
6093,,,4949.0,2721.4,402917.0,-385.1,2.2,,,,,,,,,,
6094,,,4950.0,2721.95,403088.0,-382.6,2.62,,,,,,,,,,
