,EDC3_gas_a (yr),CO2 (ppmv),Bag,ztop,Age,Deuterium,Temperature,Depth,CH4_mean,1s,Lab.,Year,Month,Median montly series,0,year,Annual
1691,,,547.0,300.3,9633.125,-391.6,-0.08,,,,,,,,,,
1692,,,548.0,300.85,9651.76953,-393.4,-0.38,,,,,,,,,,
1693,,,549.0,301.4,9669.01953,-384.4,1.11,,,,,,,,,,
1694,,,550.0,301.95,9686.26855,-391.3,-0.04,,,,,,,,,,
1695,,,551.0,302.5,9703.60352,-391.0,0.01,,,,,,,,,,
1696,,,552.0,303.05,9721.02539,-388.3,0.45,,,,,,,,,,
1697,,,553.0,303.6,9738.43359,-391.4,-0.07,,,,,,,,,,
1698,,,554.0,304.15,9755.05371,-382.9,1.33,,,,,,,,,,
1699,,,555.0,304.7,9771.61035,-387.2,0.62,,,,,,,,,,
1700,,,556.0,305.25,9788.9502,-405.5,-2.4,,,,,,,,,,
1701,,,557.0,305.8,9808.65137,-391.7,-0.13,,,,,,,,,,
1702,,,558.0,306.35,9828.33984,-392.1,-0.2,,,,,,,,,,
1703,,,559.0,306.9,9847.20898,-400.4,-1.57,,,,,,,,,,
1704,,,560.0,307.45,9866.01172,-386.7,0.68,,,,,,,,,,
1705,,,561.0,308.0,9884.24121,-394.5,-0.61,,,,,,,,,,
1706,,,562.0,308.55,9901.97559,-389.9,0.15,,,,,,,,,,
1707,,,563.0,309.1,9919.73633,-394.7,-0.65,,,,,,,,,,
1708,,,564.0,309.65,9938.54395,-396.6,-0.97,,,,,,,,,,
1709,,,565.0,310.2,9957.35059,-388.6,0.35,,,,,,,,,,
1710,,,566.0,310.75,9975.7627,-392.9,-0.36,,,,,,,,,,
1711,,,567.0,311.3,9993.95703,-395.2,-0.75,,,,,,,,,,
1712,,,568.0,311.85,10011.9775,-389.1,0.26,,,,,,,,,,
1713,,,569.0,312.4,10029.3438,-388.7,0.32,,,,,,,,,,
1714,,,570.0,312.95,10046.71,-391.8,-0.2,,,,,,,,,,
1715,,,571.0,313.5,10064.6074,-388.8,0.29,,,,,,,,,,
1716,,,572.0,314.05,10082.8076,-397.7,-1.18,,,,,,,,,,
1717,,,573.0,314.6,10100.7148,-390.4,0.02,,,,,,,,,,
1718,,,574.0,315.15,10117.3848,-382.1,1.39,,,,,,,,,,
1719,,,575.0,315.7,10134.0547,-387.9,0.43,,,,,,,,,,
1720,,,576.0,316.25,10151.3037,-390.6,-0.02,,,,,,,,,,
1721,,,577.0,316.8,10169.0801,-393.3,-0.47,,,,,,,,,,
1722,,,578.0,317.35,10186.8447,-388.1,0.38,,,,,,,,,,
1723,,,579.0,317.9,10204.6504,-391.6,-0.2,,,,,,,,,,
1724,,,580.0,318.45,10222.457,-396.9,-1.08,,,,,,,,,,
1725,,,581.0,319.0,10240.6914,-398.7,-1.38,,,,,,,,,,
1726,,,582.0,319.55,10259.3174,-386.6,0.61,,,,,,,,,,
1727,,,583.0,320.1,10277.8193,-390.7,-0.07,,,,,,,,,,
1728,,,584.0,320.65,10295.4287,-391.2,-0.15,,,,,,,,,,
1729,,,585.0,321.2,10313.0391,-389.5,0.12,,,,,,,,,,
1730,,,586.0,321.75,10331.2852,-400.9,-1.76,,,,,,,,,,
1731,,,587.0,322.3,10349.9658,-388.6,0.26,,,,,,,,,,
1732,,,588.0,322.85,10368.6934,-397.9,-1.27,,,,,,,,,,
1733,,,589.0,323.4,10387.6484,-393.0,-0.47,,,,,,,,,,
1734,,,590.0,323.95,10406.6045,-394.4,-0.71,,,,,,,,,,
1735,,,591.0,324.5,10425.666,-399.4,-1.53,,,,,,,,,,
1736,,,592.0,325.05,10444.7451,-388.2,0.31,,,,,,,,,,
1737,,,593.0,325.6,10462.4648,-386.8,0.53,,,,,,,,,,
1738,,,594.0,326.15,10478.709,-383.0,1.16,,,,,,,,,,
1739,,,595.0,326.7,10494.9551,-387.5,0.41,,,,,,,,,,
1740,,,596.0,327.25,10511.0078,-390.1,-0.02,,,,,,,,,,
1741,,,597.0,327.8,10527.0107,-377.1,2.12,,,,,,,,,,
1742,,,598.0,328.35,10543.0801,-397.4,-1.23,,,,,,,,,,
1743,,,599.0,328.9,10561.7129,-390.6,-0.12,,,,,,,,,,
1744,,,600.0,329.45,10580.3486,-393.2,-0.55,,,,,,,,,,
1745,,,601.0,330.0,10599.0938,-395.2,-0.88,,,,,,,,,,
1746,,,602.0,330.55,10617.9082,-393.7,-0.64,,,,,,,,,,
1747,,,603.0,331.1,10636.5059,-392.9,-0.51,,,,,,,,,,
1748,,,604.0,331.65,10654.5195,-391.4,-0.27,,,,,,,,,,
1749,,,605.0,332.2,10672.5352,-384.5,0.86,,,,,,,,,,
1750,,,606.0,332.75,10690.502,-394.4,-0.77,,,,,,,,,,
1751,,,607.0,333.3,10708.46,-394.8,-0.84,,,,,,,,,,
1752,,,608.0,333.85,10726.8691,-395.8,-1.01,,,,,,,,,,
1753,,,609.0,334.4,10746.2324,-396.2,-1.08,,,,,,,,,,
1754,,,610.0,334.95,10765.5918,-395.4,-0.96,,,,,,,,,,
1755,,,611.0,335.5,10784.1104,-391.7,-0.35,,,,,,,,,,
1756,,,612.0,336.05,10802.6348,-390.9,-0.22,,,,,,,,,,
1757,,,613.0,336.6,10820.6396,-388.0,0.25,,,,,,,,,,
1758,,,614.0,337.15,10838.3174,-392.6,-0.51,,,,,,,,,,
1759,,,615.0,337.7,10856.1475,-397.7,-1.36,,,,,,,,,,
1760,,,616.0,338.25,10875.415,-394.3,-0.8,,,,,,,,,,
1761,,,617.0,338.8,10894.6758,-391.4,-0.33,,,,,,,,,,
1762,,,618.0,339.35,10912.8857,-387.7,0.28,,,,,,,,,,
1763,,,619.0,339.9,10930.7822,-395.2,-0.96,,,,,,,,,,
1764,,,620.0,340.45,10949.2148,-400.3,-1.81,,,,,,,,,,
1765,,,621.0,341.0,10968.9082,-393.3,-0.66,,,,,,,,,,
1766,,,622.0,341.55,10988.5869,-390.0,-0.12,,,,,,,,,,
1767,,,623.0,342.1,11006.1572,-390.9,-0.27,,,,,,,,,,
1768,,,624.0,342.65,11023.7334,-387.4,0.3,,,,,,,,,,
1769,,,625.0,343.2,11041.708,-389.7,-0.08,,,,,,,,,,
1770,,,626.0,343.75,11060.0918,-398.0,-1.45,,,,,,,,,,
1771,,,627.0,344.3,11078.5186,-396.1,-1.14,,,,,,,,,,
1772,,,628.0,344.85,11097.5898,-392.0,-0.47,,,,,,,,,,
1773,,,629.0,345.4,11116.6689,-397.7,-1.41,,,,,,,,,,
1774,,,630.0,345.95,11136.4746,-398.9,-1.62,,,,,,,,,,
1775,,,631.0,346.5,11156.5488,-394.7,-0.93,,,,,,,,,,
1776,,,632.0,347.05,11175.1875,-386.8,0.37,,,,,,,,,,
1777,,,633.0,347.6,11192.2822,-385.8,0.53,,,,,,,,,,
1778,,,634.0,348.15,11209.3838,-387.9,0.18,,,,,,,,,,
1779,,,635.0,348.7,11227.6016,-390.7,-0.29,,,,,,,,,,
1780,,,636.0,349.25,11245.9404,-402.0,-2.15,,,,,,,,,,
1781,,,637.0,349.8,11264.5518,-392.6,-0.61,,,,,,,,,,
1782,,,638.0,350.35,11283.459,-390.8,-0.32,,,,,,,,,,
1783,,,639.0,350.9,11302.1328,-394.6,-0.95,,,,,,,,,,
1784,,,640.0,351.45,11318.9443,-381.0,1.29,,,,,,,,,,
1785,,,641.0,352.0,11335.752,-382.1,1.11,,,,,,,,,,
1786,,,642.0,352.55,11353.6064,-399.5,-1.77,,,,,,,,,,
1787,,,643.0,353.1,11372.5303,-393.5,-0.78,,,,,,,,,,
1788,,,644.0,353.65,11391.5273,-398.4,-1.59,,,,,,,,,,
1789,,,645.0,354.2,11410.9902,-393.4,-0.77,,,,,,,,,,
1790,,,646.0,354.75,11430.4473,-390.9,-0.37,,,,,,,,,,
1791,,,647.0,355.3,11448.0908,-386.1,0.42,,,,,,,,,,
1792,,,648.0,355.85,11465.3408,-387.8,0.14,,,,,,,,,,
1793,,,649.0,356.4,11482.4912,-383.8,0.79,,,,,,,,,,
1794,,,650.0,356.95,11499.3379,-386.9,0.28,,,,,,,,,,
1795,,,651.0,357.5,11516.1816,-393.0,-0.73,,,,,,,,,,
1796,,,652.0,358.05,11534.6416,-396.6,-1.33,,,,,,,,,,
1797,,,653.0,358.6,11554.0088,-394.1,-0.92,,,,,,,,,,
1798,,,654.0,359.15,11573.4229,-395.5,-1.16,,,,,,,,,,
1799,,,655.0,359.7,11592.9346,-395.4,-1.15,,,,,,,,,,
1800,,,656.0,360.25,11612.4434,-389.6,-0.19,,,,,,,,,,
1801,,,657.0,360.8,11630.7852,-394.8,-1.05,,,,,,,,,,
1802,,,658.0,361.35,11649.1289,-388.3,0.01,,,,,,,,,,
1803,,,659.0,361.9,11667.3623,-394.8,-1.06,,,,,,,,,,
1804,,,660.0,362.45,11685.5176,-387.9,0.07,,,,,,,,,,
1805,,,661.0,363.0,11703.75,-396.1,-1.29,,,,,,,,,,
1806,,,662.0,363.55,11722.7441,-391.3,-0.5,,,,,,,,,,
1807,,,663.0,364.1,11741.7461,-393.6,-0.88,,,,,,,,,,
1808,,,664.0,364.65,11760.4072,-387.8,0.07,,,,,,,,,,
1809,,,665.0,365.2,11778.9531,-396.1,-1.3,,,,,,,,,,
1810,,,666.0,365.75,11798.4639,-403.2,-2.48,,,,,,,,,,
1811,,,667.0,366.3,11819.9482,-399.4,-1.85,,,,,,,,,,
1812,,,668.0,366.85,11841.3965,-400.8,-2.09,,,,,,,,,,
1813,,,669.0,367.4,11862.6777,-399.4,-1.86,,,,,,,,,,
1814,,,670.0,367.95,11883.957,-400.9,-2.11,,,,,,,,,,
1815,,,671.0,368.5,11905.2725,-399.2,-1.84,,,,,,,,,,
1816,,,672.0,369.05,11926.5986,-404.9,-2.78,,,,,,,,,,
1817,,,673.0,369.6,11949.4121,-404.0,-2.64,,,,,,,,,,
1818,,,674.0,370.15,11972.2861,-398.2,-1.69,,,,,,,,,,
1819,,,675.0,370.7,11993.3936,-400.0,-1.99,,,,,,,,,,
1820,,,676.0,371.25,12014.4326,-399.8,-1.96,,,,,,,,,,
1821,,,677.0,371.8,12036.7266,-406.2,-3.02,,,,,,,,,,
1822,,,678.0,372.35,12059.3008,-403.5,-2.57,,,,,,,,,,
1823,,,679.0,372.9,12082.4902,-405.5,-2.91,,,,,,,,,,
1824,,,680.0,373.45,12105.833,-414.8,-4.44,,,,,,,,,,
1825,,,681.0,374.0,12130.8604,-406.2,-3.03,,,,,,,,,,
1826,,,682.0,374.55,12156.1396,-405.8,-2.97,,,,,,,,,,
1827,,,683.0,375.1,12180.584,-410.9,-3.81,,,,,,,,,,
1828,,,684.0,375.65,12204.7021,-403.7,-2.63,,,,,,,,,,
1829,,,685.0,376.2,12227.249,-400.6,-2.12,,,,,,,,,,
1830,,,686.0,376.75,12249.9336,-409.6,-3.61,,,,,,,,,,
1831,,,687.0,377.3,12273.4033,-401.2,-2.23,,,,,,,,,,
1832,,,688.0,377.85,12297.4521,-413.3,-4.23,,,,,,,,,,
1833,,,689.0,378.4,12323.7012,-414.3,-4.4,,,,,,,,,,
1834,,,690.0,378.95,12349.8477,-408.8,-3.49,,,,,,,,,,
1835,,,691.0,379.5,12375.8887,-417.4,-4.91,,,,,,,,,,
1836,,,692.0,380.05,12401.6885,-406.8,-3.17,,,,,,,,,,
1837,,,693.0,380.6,12427.3848,-404.3,-2.76,,,,,,,,,,
1838,,,694.0,381.15,12452.1934,-412.4,-4.1,,,,,,,,,,
1839,,,695.0,381.7,12477.0107,-412.6,-4.14,,,,,,,,,,
1840,,,696.0,382.25,12503.2119,-410.9,-3.86,,,,,,,,,,
1841,,,697.0,382.8,12530.3105,-420.8,-5.5,,,,,,,,,,
1842,,,698.0,383.35,12559.377,-417.2,-4.91,,,,,,,,,,
1843,,,699.0,383.9,12588.3926,-418.8,-5.17,,,,,,,,,,
1844,,,700.0,384.45,12617.3242,-415.6,-4.65,,,,,,,,,,
1845,,,701.0,385.0,12645.7383,-418.6,-5.15,,,,,,,,,,
1846,,,702.0,385.55,12673.4316,-410.9,-3.88,,,,,,,,,,
1847,,,703.0,386.1,12700.4229,-413.7,-4.35,,,,,,,,,,
1848,,,704.0,386.65,12727.2959,-412.7,-4.19,,,,,,,,,,
1849,,,705.0,387.2,12754.4102,-419.3,-5.28,,,,,,,,,,
1850,,,706.0,387.75,12784.1279,-420.8,-5.53,,,,,,,,,,
1851,,,707.0,388.3,12812.8379,-412.1,-4.1,,,,,,,,,,
1852,,,708.0,388.85,12840.6387,-416.0,-4.74,,,,,,,,,,
1853,,,709.0,389.4,12867.3994,-408.8,-3.56,,,,,,,,,,
1854,,,710.0,389.95,12894.1436,-413.9,-4.41,,,,,,,,,,
1855,,,711.0,390.5,12921.5732,-416.4,-4.82,,,,,,,,,,
1856,,,712.0,391.05,12949.6152,-417.7,-5.04,,,,,,,,,,
1857,,,713.0,391.6,12978.3389,-414.9,-4.58,,,,,,,,,,
1858,,,714.0,392.15,13005.3965,-410.4,-3.85,,,,,,,,,,
1859,,,715.0,392.7,13032.168,-411.6,-4.05,,,,,,,,,,
1860,,,716.0,393.25,13058.9648,-415.0,-4.61,,,,,,,,,,
1861,,,717.0,393.8,13086.6318,-418.4,-5.17,,,,,,,,,,
1862,,,718.0,394.35,13115.4902,-415.5,-4.7,,,,,,,,,,
1863,,,719.0,394.9,13143.252,-412.9,-4.27,,,,,,,,,,
1864,,,720.0,395.45,13170.4932,-408.0,-3.47,,,,,,,,,,
1865,,,721.0,396.0,13195.9873,-410.8,-3.94,,,,,,,,,,
1866,,,722.0,396.55,13221.9482,-414.8,-4.6,,,,,,,,,,
1867,,,723.0,397.1,13248.8369,-408.7,-3.6,,,,,,,,,,
1868,,,724.0,397.65,13274.8125,-408.5,-3.57,,,,,,,,,,
1869,,,725.0,398.2,13300.1768,-411.8,-4.12,,,,,,,,,,
1870,,,726.0,398.75,13326.6846,-412.8,-4.28,,,,,,,,,,
1871,,,727.0,399.3,13353.667,-419.0,-5.31,,,,,,,,,,
1872,,,728.0,399.85,13383.1836,-417.5,-5.06,,,,,,,,,,
1873,,,729.0,400.4,13412.043,-414.0,-4.49,,,,,,,,,,
1874,,,730.0,400.95,13440.2119,-416.6,-4.92,,,,,,,,,,
1875,,,731.0,401.5,13467.7861,-410.8,-3.97,,,,,,,,,,
1876,,,732.0,402.05,13494.8799,-403.4,-2.76,,,,,,,,,,
1877,,,733.0,402.6,13519.9131,-413.7,-4.46,,,,,,,,,,
1878,,,734.0,403.15,13545.542,-410.2,-3.88,,,,,,,,,,
1879,,,735.0,403.7,13572.4082,-415.9,-4.83,,,,,,,,,,
1880,,,736.0,404.25,13600.4316,-416.8,-4.98,,,,,,,,,,
1881,,,737.0,404.8,13629.2363,-417.3,-5.06,,,,,,,,,,
1882,,,738.0,405.35,13658.3955,-417.1,-5.03,,,,,,,,,,
1883,,,739.0,405.9,13686.9766,-411.9,-4.18,,,,,,,,,,
1884,,,740.0,406.45,13714.5898,-415.5,-4.78,,,,,,,,,,
1885,,,741.0,407.0,13742.3896,-413.4,-4.43,,,,,,,,,,
1886,,,742.0,407.55,13770.2178,-405.0,-3.06,,,,,,,,,,
1887,,,743.0,408.1,13796.3457,-417.2,-5.07,,,,,,,,,,
1888,,,744.0,408.65,13822.4404,-405.5,-3.15,,,,,,,,,,
1889,,,745.0,409.2,13848.4473,-414.3,-4.6,,,,,,,,,,
1890,,,746.0,409.75,13875.4268,-414.8,-4.68,,,,,,,,,,
1891,,,747.0,410.3,13903.4229,-412.0,-4.23,,,,,,,,,,
1892,,,748.0,410.85,13929.7461,-407.5,-3.49,,,,,,,,,,
1893,,,749.0,411.4,13955.624,-403.4,-2.82,,,,,,,,,,
1894,,,750.0,411.95,13978.9863,-402.3,-2.64,,,,,,,,,,
1895,,,751.0,412.5,14002.4414,-405.9,-3.24,,,,,,,,,,
1896,,,752.0,413.05,14027.6934,-410.4,-3.98,,,,,,,,,,
1897,,,753.0,413.6,14053.2969,-410.8,-4.05,,,,,,,,,,
1898,,,754.0,414.15,14080.1504,-413.4,-4.48,,,,,,,,,,
1899,,,755.0,414.7,14106.1699,-406.0,-3.27,,,,,,,,,,
1900,,,756.0,415.25,14131.2773,-402.6,-2.71,,,,,,,,,,
1901,,,757.0,415.8,14155.6436,-404.3,-3.0,,,,,,,,,,
1902,,,758.0,416.35,14179.5664,-406.9,-3.43,,,,,,,,,,
1903,,,759.0,416.9,14204.5215,-411.2,-4.14,,,,,,,,,,
1904,,,760.0,417.45,14229.9482,-392.2,-1.02,,,,,,,,,,
1905,,,761.0,418.0,14251.6855,-397.7,-1.93,,,,,,,,,,
1906,,,762.0,418.55,14272.6641,-399.1,-2.16,,,,,,,,,,
1907,,,763.0,419.1,14294.8633,-402.3,-2.69,,,,,,,,,,
1908,,,764.0,419.65,14317.7021,-401.1,-2.5,,,,,,,,,,
1909,,,765.0,420.2,14340.8975,-403.9,-2.96,,,,,,,,,,
1910,,,766.0,420.75,14364.3115,-401.2,-2.52,,,,,,,,,,
1911,,,767.0,421.3,14390.0684,-418.2,-5.32,,,,,,,,,,
1912,,,768.0,421.85,14417.127,-408.8,-3.78,,,,,,,,,,
1913,,,769.0,422.4,14441.9443,-402.3,-2.71,,,,,,,,,,
1914,,,770.0,422.95,14466.5557,-411.1,-4.17,,,,,,,,,,
1915,,,771.0,423.5,14493.4365,-411.1,-4.17,,,,,,,,,,
1916,,,772.0,424.05,14520.1777,-407.3,-3.55,,,,,,,,,,
1917,,,773.0,424.6,14546.5146,-413.6,-4.59,,,,,,,,,,
1918,,,774.0,425.15,14573.5322,-411.2,-4.2,,,,,,,,,,
1919,,,775.0,425.7,14601.2031,-418.6,-5.42,,,,,,,,,,
1920,,,776.0,426.25,14630.5674,-415.7,-4.94,,,,,,,,,,
1921,,,777.0,426.8,14659.8857,-411.3,-4.22,,,,,,,,,,
1922,,,778.0,427.35,14687.8242,-416.2,-5.03,,,,,,,,,,
1923,,,779.0,427.9,14715.834,-412.6,-4.44,,,,,,,,,,
1924,,,780.0,428.45,14743.9121,-407.6,-3.62,,,,,,,,,,
1925,,,781.0,429.0,14770.2705,-410.1,-4.04,,,,,,,,,,
1926,,,782.0,429.55,14796.4482,-411.6,-4.29,,,,,,,,,,
1927,,,783.0,430.1,14823.0586,-407.5,-3.62,,,,,,,,,,
1928,,,784.0,430.65,14849.6504,-409.9,-4.02,,,,,,,,,,
1929,,,785.0,431.2,14876.2168,-411.3,-4.25,,,,,,,,,,
1930,,,786.0,431.75,14904.249,-419.0,-5.52,,,,,,,,,,
1931,,,787.0,432.3,14933.3652,-399.4,-2.3,,,,,,,,,,
1932,,,788.0,432.85,14958.7334,-413.0,-4.54,,,,,,,,,,
1933,,,789.0,433.4,14984.2314,-416.4,-5.1,,,,,,,,,,
1934,,,790.0,433.95,15013.6973,-416.3,-5.09,,,,,,,,,,
1935,,,791.0,434.5,15042.25,-410.0,-4.05,,,,,,,,,,
1936,,,792.0,435.05,15069.832,-410.7,-4.17,,,,,,,,,,
1937,,,793.0,435.6,15097.373,-412.7,-4.5,,,,,,,,,,
1938,,,794.0,436.15,15124.9482,-411.8,-4.36,,,,,,,,,,
1939,,,795.0,436.7,15152.917,-414.2,-4.76,,,,,,,,,,
1940,,,796.0,437.25,15181.5762,-416.6,-5.16,,,,,,,,,,
1941,,,797.0,437.8,15211.252,-420.0,-5.72,,,,,,,,,,
1942,,,798.0,438.35,15242.0713,-418.5,-5.47,,,,,,,,,,
1943,,,799.0,438.9,15273.1592,-419.6,-5.66,,,,,,,,,,
1944,,,800.0,439.45,15304.2441,-418.7,-5.51,,,,,,,,,,
1945,,,801.0,440.0,15335.3877,-420.1,-5.74,,,,,,,,,,
1946,,,802.0,440.55,15366.4971,-419.8,-5.7,,,,,,,,,,
1947,,,803.0,441.1,15397.4355,-414.0,-4.75,,,,,,,,,,
1948,,,804.0,441.65,15427.1318,-416.2,-5.11,,,,,,,,,,
1949,,,805.0,442.2,15456.5674,-417.6,-5.35,,,,,,,,,,
1950,,,806.0,442.75,15487.4111,-421.6,-6.01,,,,,,,,,,
1951,,,807.0,443.3,15518.2646,-416.6,-5.19,,,,,,,,,,
1952,,,808.0,443.85,15549.1982,-423.8,-6.37,,,,,,,,,,
1953,,,809.0,444.4,15581.1982,-414.2,-4.8,,,,,,,,,,
1954,,,810.0,444.95,15612.0059,-417.8,-5.39,,,,,,,,,,
1955,,,811.0,445.5,15641.9473,-416.9,-5.25,,,,,,,,,,
1956,,,812.0,446.05,15672.4775,-419.1,-5.61,,,,,,,,,,
1957,,,813.0,446.6,15703.0625,-417.3,-5.32,,,,,,,,,,
1958,,,814.0,447.15,15733.7461,-419.1,-5.62,,,,,,,,,,
1959,,,815.0,447.7,15765.1611,-420.3,-5.82,,,,,,,,,,
1960,,,816.0,448.25,15797.1064,-422.5,-6.18,,,,,,,,,,
1961,,,817.0,448.8,15829.6992,-417.7,-5.39,,,,,,,,,,
1962,,,818.0,449.35,15861.7119,-425.4,-6.66,,,,,,,,,,
1963,,,819.0,449.9,15894.1484,-420.8,-5.91,,,,,,,,,,
1964,,,820.0,450.45,15927.0967,-421.1,-5.96,,,,,,,,,,
1965,,,821.0,451.0,15959.8936,-424.1,-6.46,,,,,,,,,,
1966,,,822.0,451.55,15993.8545,-426.8,-6.9,,,,,,,,,,
1967,,,823.0,452.1,16028.6016,-425.9,-6.76,,,,,,,,,,
1968,,,824.0,452.65,16063.3047,-420.9,-5.94,,,,,,,,,,
1969,,,825.0,453.2,16096.1738,-421.9,-6.1,,,,,,,,,,
1970,,,826.0,453.75,16128.8203,-421.7,-6.07,,,,,,,,,,
1971,,,827.0,454.3,16161.6318,-422.6,-6.22,,,,,,,,,,
1972,,,828.0,454.85,16195.9795,-429.8,-7.41,,,,,,,,,,
1973,,,829.0,455.4,16230.9004,-423.9,-6.44,,,,,,,,,,
1974,,,830.0,455.95,16265.7949,-421.9,-6.12,,,,,,,,,,
1975,,,831.0,456.5,16299.1855,-425.8,-6.76,,,,,,,,,,
1976,,,832.0,457.05,16333.9238,-426.0,-6.79,,,,,,,,,,
1977,,,833.0,457.6,16368.9844,-425.7,-6.75,,,,,,,,,,
1978,,,834.0,458.15,16404.127,-426.4,-6.86,,,,,,,,,,
1979,,,835.0,458.7,16440.2832,-434.2,-8.15,,,,,,,,,,
1980,,,836.0,459.25,16478.1836,-427.5,-7.05,,,,,,,,,,
1981,,,837.0,459.8,16515.8105,-429.9,-7.44,,,,,,,,,,
1982,,,838.0,460.35,16552.6055,-428.1,-7.15,,,,,,,,,,
1983,,,839.0,460.9,16589.1406,-426.1,-6.82,,,,,,,,,,
1984,,,840.0,461.45,16626.293,-438.3,-8.83,,,,,,,,,,
1985,,,841.0,462.0,16665.4121,-429.4,-7.37,,,,,,,,,,
1986,,,842.0,462.55,16705.0781,-434.5,-8.21,,,,,,,,,,
1987,,,843.0,463.1,16744.416,-433.9,-8.11,,,,,,,,,,
1988,,,844.0,463.65,16784.4961,-434.6,-8.23,,,,,,,,,,
1989,,,845.0,464.2,16825.2012,-439.3,-9.0,,,,,,,,,,
1990,,,846.0,464.75,16867.3789,-431.6,-7.74,,,,,,,,,,
1991,,,847.0,465.3,16907.0547,-432.0,-7.8,,,,,,,,,,
1992,,,848.0,465.85,16946.5059,-435.5,-8.38,,,,,,,,,,
1993,,,849.0,466.4,16986.0293,-429.4,-7.38,,,,,,,,,,
1994,,,850.0,466.95,17024.6406,-437.2,-8.66,,,,,,,,,,
1995,,,851.0,467.5,17066.1973,-429.5,-7.4,,,,,,,,,,
1996,,,852.0,468.05,17105.4863,-441.5,-9.37,,,,,,,,,,
1997,,,853.0,468.6,17148.0977,-436.2,-8.5,,,,,,,,,,
1998,,,854.0,469.15,17190.4863,-435.6,-8.4,,,,,,,,,,
1999,,,855.0,469.7,17232.6211,-439.9,-9.11,,,,,,,,,,
2000,,,856.0,470.25,17275.2285,-435.5,-8.39,,,,,,,,,,
2001,,,857.0,470.8,17317.6758,-439.7,-9.08,,,,,,,,,,
2002,,,858.0,471.35,17361.4199,-442.5,-9.54,,,,,,,,,,
2003,,,859.0,471.9,17407.1738,-442.1,-9.47,,,,,,,,,,
2004,,,860.0,472.45,17452.9473,-442.1,-9.47,,,,,,,,,,
2005,,,861.0,473.0,17498.7051,-443.5,-9.7,,,,,,,,,,
2006,,,862.0,473.55,17545.2012,-433.9,-8.13,,,,,,,,,,
2007,,,863.0,474.1,17586.3848,-439.0,-8.97,,,,,,,,,,
2008,,,864.0,474.65,17630.1895,-443.7,-9.74,,,,,,,,,,
2009,,,865.0,475.2,17675.6816,-438.6,-8.9,,,,,,,,,,
2010,,,866.0,475.75,17719.9141,-438.4,-8.87,,,,,,,,,,
2011,,,867.0,476.3,17764.0391,-442.5,-9.54,,,,,,,,,,
2012,,,868.0,476.85,17809.8027,-444.2,-9.82,,,,,,,,,,
2013,,,869.0,477.4,17856.7402,-443.1,-9.64,,,,,,,,,,
2014,,,870.0,477.95,17903.1504,-440.5,-9.21,,,,,,,,,,
2015,,,871.0,478.5,17948.5273,-440.7,-9.25,,,,,,,,,,
2016,,,872.0,479.05,17993.2168,-438.8,-8.94,,,,,,,,,,
2017,,,873.0,479.6,18037.4648,-440.3,-9.18,,,,,,,,,,
2018,,,874.0,480.15,18082.2305,-441.9,-9.45,,,,,,,,,,
2019,,,875.0,480.7,18128.0039,-441.7,-9.41,,,,,,,,,,
2020,,,876.0,481.25,18173.834,-441.4,-9.36,,,,,,,,,,
2021,,,877.0,481.8,18219.4805,-442.3,-9.51,,,,,,,,,,
2022,,,878.0,482.35,18265.7422,-441.6,-9.4,,,,,,,,,,
2023,,,879.0,482.9,18311.7812,-447.4,-10.35,,,,,,,,,,
2024,,,880.0,483.45,18361.4863,-437.2,-8.67,,,,,,,,,,
2025,,,881.0,484.0,18404.7891,-440.8,-9.26,,,,,,,,,,
2026,,,882.0,484.55,18449.3281,-436.5,-8.56,,,,,,,,,,
2027,,,883.0,485.1,18493.4316,-444.8,-9.92,,,,,,,,,,
2028,,,884.0,485.65,18539.7207,-440.5,-9.21,,,,,,,,,,
2029,,,885.0,486.2,18585.959,-442.9,-9.61,,,,,,,,,,
2030,,,886.0,486.75,18632.1836,-441.4,-9.36,,,,,,,,,,
2031,,,887.0,487.3,18677.9102,-439.3,-9.02,,,,,,,,,,
2032,,,888.0,487.85,18723.4492,-443.4,-9.69,,,,,,,,,,
2033,,,889.0,488.4,18769.0117,-438.2,-8.84,,,,,,,,,,
2034,,,890.0,488.95,18815.0078,-446.0,-10.12,,,,,,,,,,
2035,,,891.0,489.5,18862.0254,-441.3,-9.34,,,,,,,,,,
2036,,,892.0,490.05,18907.8262,-435.8,-8.44,,,,,,,,,,
2037,,,893.0,490.6,18952.5684,-447.9,-10.43,,,,,,,,,,
2038,,,894.0,491.15,19001.1602,-444.6,-9.89,,,,,,,,,,
2039,,,895.0,491.7,19048.7832,-436.3,-8.52,,,,,,,,,,
2040,,,896.0,492.25,19093.1367,-442.5,-9.54,,,,,,,,,,
2041,,,897.0,492.8,19139.2227,-441.3,-9.34,,,,,,,,,,
2042,,,898.0,493.35,19184.8809,-432.0,-7.81,,,,,,,,,,
2043,,,899.0,493.9,19225.7441,-442.6,-9.55,,,,,,,,,,
2044,,,900.0,494.45,19271.8945,-438.7,-8.91,,,,,,,,,,
2045,,,901.0,495.0,19317.1797,-445.1,-9.96,,,,,,,,,,
2046,,,902.0,495.55,19364.7051,-440.2,-9.16,,,,,,,,,,
2047,,,903.0,496.1,19411.0977,-443.8,-9.75,,,,,,,,,,
2048,,,904.0,496.65,19458.4141,-443.0,-9.62,,,,,,,,,,
